BRAND,DNLA,SKU_NO,SEQNUM,SELL_POINT
Polsen,N,984649,6,EQ Curve Tailored for Speech
Polsen,N,984649,7,Durable Aluminum-Alloy Shaft Reduces EMI
Polsen,N,984649,8,"Mic Clip with 5/8"" Thread & 3/8"" Adapter"
Polsen,N,984649,9,Includes Foam Windscreen & Pouch
Polsen,N,984901,1,Attach to Camera Shoe Mount or Boom
Polsen,N,984901,2,Cardioid and Supercardioid Patterns
Polsen,N,984901,3,Optimized to Reject Ambient Noise
Polsen,N,984901,4,Great for Indoor or Outdoor Use
Polsen,N,984901,5,Foam Windscreen Included
Polsen,N,984901,6,Mic Clip with Shoe Mount Included
Polsen,N,984901,7,Mic Clip for Boom Pole Included
Polsen,N,984901,8,AA Battery Included
Polsen,N,999978,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999978,2,Compander-Free for High-Quality Audio
Polsen,N,999978,3,Two Switchable Frequency Bands
Polsen,N,999978,4,Available in 4 Different Frequency Bands
Polsen,N,999978,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999978,6,Easily Concealed Lightweight Transmitter
Polsen,N,999978,7,Includes Cardioid Lavalier Microphone
Polsen,N,999978,8,G3 Band (171.045 and 171.845 MHz)
Polsen,N,999978,9,100' Range (300' in Optimal Conditions)
Polsen,N,999979,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999979,2,Compander-Free for High-Quality Audio
Polsen,N,999979,3,Two Switchable Frequency Bands
Polsen,N,999979,4,Available in 4 Different Frequency Bands
Polsen,N,999979,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999979,6,Easily Concealed Lightweight Transmitter
Polsen,N,999979,7,Includes Omnidirectional Lavalier Mic
Polsen,N,999979,8,G1 Band (169.445 and 170.245 MHz)
Polsen,N,999979,9,100' Range (300' in Optimal Conditions)
Polsen,N,999980,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999980,2,Compander-Free for High-Quality Audio
Polsen,N,999980,3,Two Switchable Frequency Bands
Polsen,N,999980,4,Available in 4 Different Frequency Bands
Polsen,N,999980,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999980,6,Easily Concealed Lightweight Transmitter
Polsen,N,999980,7,Includes Cardioid Lavalier Microphone
Polsen,N,999980,8,G1 Band (169.445 and 170.245 MHz)
Polsen,N,999980,9,100' Range (300' in Optimal Conditions)
Polsen,N,999981,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999981,2,Compander-Free for High-Quality Audio
Polsen,N,999981,3,Two Switchable Frequency Bands
Polsen,N,999981,4,Available in 4 Different Frequency Bands
Polsen,N,999981,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999981,6,Easily Concealed Lightweight Transmitter
Polsen,N,999981,7,Includes Omnidirectional Lavalier Mic
Polsen,N,999981,8,G3 Band (171.045 and 171.845 MHz)
Polsen,N,999981,9,100' Range (300' in Optimal Conditions)
Polsen,N,999982,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999982,2,Compander-Free for High-Quality Audio
Polsen,N,999982,3,Two Switchable Frequency Bands
Polsen,N,999982,4,Available in 4 Different Frequency Bands
Polsen,N,999982,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999982,6,Easily Concealed Lightweight Transmitter
Polsen,N,999982,7,Includes Cardioid Lavalier Microphone
Polsen,N,999982,8,G2 Band (169.505 and 170.305 MHz)
Polsen,N,999982,9,100' Range (300' in Optimal Conditions)
Polsen,N,999983,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999983,2,Compander-Free for High-Quality Audio
Polsen,N,999983,3,Two Switchable Frequency Bands
Polsen,N,999983,4,Available in 4 Different Frequency Bands
Polsen,N,999983,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999983,6,Easily Concealed Lightweight Transmitter
Polsen,N,999983,7,Includes Omnidirectional Lavalier Mic
Polsen,N,999983,8,G2 Band (169.505 and 170.305 MHz)
Polsen,N,999983,9,100' Range (300' in Optimal Conditions)
Polsen,N,999984,1,Easy-to-Use Lavalier Wireless System
Polsen,N,999984,2,Compander-Free for High-Quality Audio
Polsen,N,999984,3,Two Switchable Frequency Bands
Polsen,N,999984,4,Available in 4 Different Frequency Bands
Polsen,N,999984,5,Camera & Belt Clip Mountable Receiver
Polsen,N,999984,6,Easily Concealed Lightweight Transmitter
Polsen,N,999984,7,Includes Omnidirectional Lavalier Mic
Polsen,N,999984,8,G4 Band (171.105 and 171.905 MHz)
Polsen,N,999984,9,100' Range (300' in Optimal Conditions)
Polsen,N,1005684,1,Omnidirectional Polar Pattern
Polsen,N,1005684,2,Ideal for Video Applications
Polsen,N,1005684,3,"Use With Wireless Sys With 1/8"" Input"
Polsen,N,1005684,4,Use With Recorders With Plug-In Power
Polsen,N,1005684,5,Includes Tie Clip
Polsen,N,1005684,6,Includes Windscreen
Polsen,N,1005685,1,Cardioid Polar Pattern
Polsen,N,1005685,2,Ideal for Video in Noisy Environments
Polsen,N,1005685,3,Off-Axis Rejection Ideal for Live Use
Polsen,N,1005685,4,"Use With Wireless Sys With 1/8"" Input"
Polsen,N,1005685,5,Use With Recorders With Plug-In Power
Polsen,N,1005685,6,Includes Tie Clip
Polsen,N,1005685,7,Includes Windscreen
Polsen,N,1006743,1,Three Pack of HPC-A30 Headphones
Polsen,N,1006743,2,"Studio, Field, Mobile & DJ Applications"
Polsen,N,1006743,3,50mm Drivers
Polsen,N,1006743,4,Closed-Back for Isolation
Polsen,N,1006743,5,Pivoting Ear Cups
Polsen,N,1006743,6,Padded Adjustable Headband
Polsen,N,1006743,7,Single-Sided 9.8' Cable
Polsen,N,1006743,8,"Includes 1/4"" Adapter"
Polsen,N,1006743,9,Output Optimized for Mobile Devices
Polsen,N,1012514,1,Charging Station for ULW-16 System
Polsen,N,1012514,2,Charge Receiver and Transmitter at Once
Polsen,N,1012514,3,LED Indicators Show Battery Status
Polsen,N,1012514,4,Provides Convenient Storage for ULW-16
Polsen,N,1018809,1,Replacement Shoe Mount for CAM-2W
Polsen,N,1018809,2,Also Fits Audio-Technica PRO 88 Systems
Polsen,N,1018810,1,Replacement Belt Clip for CAM-2W
Polsen,N,1018810,2,Also Fits Audio-Technica PRO 88 Systems
Polsen,N,1018811,1,Secures PL-2W Lavalier to Lapel
Polsen,N,1018812,1,Secures PL-2WC Lavalier to Lapel
Polsen,N,1018813,1,Replacement Battery Cover for CAM-2W
Polsen,N,1018814,1,Replacement Antenna for CAM-2W Reciever
Polsen,N,1019549,1,Replacement Belt Clip for ULW-16
Polsen,N,1019550,1,Replacement Battery Cover for ULW-16
Polsen,N,1019551,1,Replacement Shoe Mount for ULW-16
Polsen,N,1020697,1,For Pro & Project Studio Applications
Polsen,N,1020697,2,Durable & Compact Design
Polsen,N,1020697,3,"1x 1/4"" TRS Stereo Input"
Polsen,N,1020697,4,Stereo RCA Inputs
Polsen,N,1020697,5,"4x 1/4"" Stereo Headphone Outputs"
Polsen,N,1020697,6,Low-Noise Circuitry
Polsen,N,1020697,7,Independent Amp Circuits Per Channel
Polsen,N,1020697,8,Link Feature Daisy Chains Multiple Units
Polsen,N,1020697,9,Stereo/Mono Switch
Polsen,N,1020697,10,Includes 4x Mini Plug Adapters
Polsen,N,1020698,1,For Pro & Project Studio Applications
Polsen,N,1020698,2,Compact & Portable Design
Polsen,N,1020698,3,"1x 1/4"" TRS Stereo Input"
Polsen,N,1020698,4,"4x 1/4"" Stereo Headphone Outputs"
Polsen,N,1020698,5,Low Noise Circuitry
Polsen,N,1020698,6,Independent Volume Control Per Channel
Polsen,N,1020698,7,Individual Amp Circuits Per Channel
Polsen,N,1020698,8,Wide Frequency Response
Polsen,N,1020698,9,Low Distortion at High Volumes
Polsen,N,1020698,10,Includes 4x Mini Plug Adapter
Polsen,N,1024161,1,Compact Directional Condenser Microphone
Polsen,N,1024161,2,Integrated Shock Mount
Polsen,N,1024161,3,Shoe Mount Fits Most Cameras
Polsen,N,1024161,4,"1/4""-20 Socket For Use with Boom Pole"
Polsen,N,1024161,5,3.5mm Mini Plug Output Connector
Polsen,N,1024161,6,"8"" Straight & Coiled Cable"
Polsen,N,1024161,7,Foam Windscreen Included
Polsen,N,1024161,8,Simulated Fur Wind Cover Included
Polsen,N,1024161,9,Carry Pouch Included
Polsen,N,1024938,1,Omnidirectional Polar Pattern
Polsen,N,1024938,2,"Mini 0.14"" Head for Discreet Placement"
Polsen,N,1024938,3,Ideal for Video Applications
Polsen,N,1024938,4,"Use With Wireless Sys With 1/8"" Input"
Polsen,N,1024938,5,Use With Recorders With Plug-In Power
Polsen,N,1024938,6,Includes Tie Clip
Polsen,N,1024938,7,Includes Windscreen
Polsen,N,1024939,1,Omnidirectional Polar Pattern
Polsen,N,1024939,2,Ideal for Video Applications
Polsen,N,1024939,3,"Use With Wireless Sys With 1/8"" Input"
Polsen,N,1024939,4,Use With Recorders With Plug-In Power
Polsen,N,1024939,5,Includes Tie Clip
Polsen,N,1024939,6,Includes Windscreen
Polsen,N,1024940,1,Omnidirectional Polar Pattern
Polsen,N,1024940,2,"Mini 0.14"" Head for Discreet Placement"
Polsen,N,1024940,3,Ideal for Video Applications
Polsen,N,1024940,4,Replacement for ULW-96 Wireless System
Polsen,N,1024940,5,TA3 (Mini XLR) for Locking Connection
Polsen,N,1024940,6,Includes Tie Clip
Polsen,N,1024940,7,Includes Windscreen
Polsen,N,1025888,1,Dual OLM-10 Omnidirectional Mic Capsules
Polsen,N,1025888,2,"Single 1/8"" Stereo Connector"
Polsen,N,1025888,3,Each Mic Routes to Discrete Channel
Polsen,N,1025888,4,Left/Right Channel Indicated on Mics
Polsen,N,1025888,5,13.5' Cable with 10' Between Mics
Polsen,N,1025888,6,Battery Powered
Polsen,N,1025888,7,"Works with Most 1/8"" Recording Devices"
Polsen,N,1025888,8,Includes 2 Tie Clips & Foam Windscreens
Polsen,N,1025888,9,Includes LR44 Battery
Polsen,N,1026759,1,"1,500 Yard Audible Range"
Polsen,N,1026759,2,25W of Output
Polsen,N,1026759,3,Built-In Siren & Whistle
Polsen,N,1026759,4,Detachable Microphone with Coiled Cable
Polsen,N,1026759,5,Built-In MP3 Player
Polsen,N,1026759,6,Plays Files from SD Cards & USB
Polsen,N,1026759,7,3.5mm Aux Input
Polsen,N,1026759,8,Ergonomic Handle
Polsen,N,1026759,9,Sturdy ABS Construction
Polsen,N,1026759,10,Includes Shoulder Strap
Polsen,N,1036846,1,HDR-10 Omni Handheld Dynamic ENG Mic
Polsen,N,1036846,2,Auray Square Microphone Flag (Black)
Polsen,N,1046474,1,Cardioid Polar Pattern
Polsen,N,1046474,2,Designed for iOS Devices
Polsen,N,1046474,3,Compatible with Most Android Devices
Polsen,N,1046474,4,"1/8"" Output Connector"
Polsen,N,1046474,5,6' Cable
Polsen,N,1046474,6,"Integrated 1/8"" Headphone Jack"
Polsen,N,1046474,7,Multiple Gain Settings
Polsen,N,1046474,8,Compatible with Most Recording Apps
Polsen,N,1046474,9,Mic Clip & Desktop Stand
Polsen,N,1048024,1,Compact Directional Condenser Microphone
Polsen,N,1048024,2,Cardioid or Supercardioid Polar Pattern
Polsen,N,1048024,3,3.5mm Input for 2nd Microphone
Polsen,N,1048024,4,Integrated Shockmount & Shoe Mount
Polsen,N,1048024,5,"1/4""-20 Socket for Use with Boom Pole"
Polsen,N,1048024,6,+10 dB Gain Boost
Polsen,N,1048024,7,Switchable High-Pass Filter
Polsen,N,1048024,8,3.5mm Headphone Output
Polsen,N,1048024,9,"8"" Cable with 3.5mm Mini Plug Out"
Polsen,N,1048024,10,Foam Windscreen & Battery Included
Polsen,N,1050279,1,8x Shock Mount Bands for VM-180M
Polsen,N,1051484,1,Designed for iOS Devices
Polsen,N,1051484,2,"Connects via Device's 1/8"" Input"
Polsen,N,1051484,3,XLR Input with Phantom Power
Polsen,N,1051484,4,"1/4"" Instrument Input"
Polsen,N,1051484,5,"1/8"" Headphone Monitoring Jack"
Polsen,N,1051484,6,Powered by 2x AA Batteries
Polsen,N,1051641,1,"For Broadcast, EFP and ENG Applications"
Polsen,N,1051641,2,16-Channel UHF Handheld Transmitter
Polsen,N,1051641,3,60 Hz to 18 kHz Frequency Response
Polsen,N,1051641,4,Operates in Future Proof 500 MHz Band
Polsen,N,1051641,5,2x AA Alkaline Batteries or Rechargeable
Polsen,N,1051641,6,Up to 8 Hours Run Time
Polsen,N,1051641,7,Transmits Over 100'
Polsen,N,1051641,8,Heavy-Duty Metal Construction
Polsen,N,1060109,1,2x Polsen MO-PL1 Lavalier Mics
Polsen,N,1060109,2,Optimal Sensitivity & Impedance for iOS
Polsen,N,1060109,3,Also Works with Most Android Devices
Polsen,N,1060109,4,Clear Natural Sound Quality & 12' Cable
Polsen,N,1060109,5,Rode SC6 Dual TRRS Input with Monitoring
Polsen,N,1060109,6,Connects 2 Sources to Single TRRS Input
Polsen,N,1060109,7,Headphone Monitoring Jack
Polsen,N,1060109,8,Polsen HPC-A30 Closed Back Headphones
Polsen,N,1060109,9,50mm Drivers
Polsen,N,1070561,1,"For ENG, DSLR Video, Broadcast TV"
Polsen,N,1070561,2,1x UHF ULW-16-HHT Handheld Transmitter
Polsen,N,1070561,3,1x UHF ULW-16 Camera-Mount Receiver
Polsen,N,1070561,4,1x UHF Bodypack Transmitter
Polsen,N,1070561,5,1x PL-4 Omnidirectional Lavalier Mic
Polsen,N,1070561,6,2x Output Cables
Polsen,N,1070561,7,4x AA Alkaline Batteries
Polsen,N,1070561,8,Carrying Case
Polsen,N,1070561,9,Frequency Range (584.400 to 602.450 MHz)
Polsen,N,1074422,1,Three Polsen HPC-A30 Headphones
Polsen,N,1074422,2,Polsen HMA-41 4-CH Stereo Headphone Amp
Polsen,N,1074422,3,For Music Studio Recording
Polsen,N,1074422,4,For Personal Listening Applications
Polsen,N,1081261,1,MO-PL1 Lavalier Microphone
Polsen,N,1081261,2,3-Pack of Foam Windscreens
Polsen,N,1081261,3,Microphone Clip
Polsen,N,1128658,1,Cardioid Polar Pattern
Polsen,N,1128658,2,Tailored Frequency Response
Polsen,N,1128658,3,Handles High SPL without Distortion
Polsen,N,1128658,4,Solid-Metal Construction
Polsen,N,1128658,5,Includes Mic Clip
Polsen,N,1128659,1,Matched Stereo Pair of Condenser Mics
Polsen,N,1128659,2,Cardioid Polar Pattern
Polsen,N,1128659,3,Tailored Frequency Response
Polsen,N,1128659,4,Handles High SPL without Distortion
Polsen,N,1128659,5,Solid-Metal Construction
Polsen,N,1128659,6,Includes Mic Clip
Polsen,N,1128659,7,Hard Protective Carrying Case
Polsen,N,1142054,1,Connects XLR Mic to USB
Polsen,N,1142054,2,Selectable 48V Phantom Power
Polsen,N,1142054,3,Plug-and-Play with No Drivers Needed
Polsen,N,1142054,4,"1/8"" Headphone Output with Level Control"
Polsen,N,1142054,5,USB Cable Included
Polsen,N,1151225,1,"GoPro HERO4, HERO3+ & HERO3 Compatible"
Polsen,N,1151225,2,X/Y Stereo Mic with Selectable Gain
Polsen,N,1151225,3,Shotgun Microphone
Polsen,N,1151225,4,Microphones are Compact & Lightweight
Polsen,N,1151225,5,No External Power Needed
Polsen,N,1151225,6,Easy to Attach with Included Hardware
Polsen,N,1151225,7,Foam Windscreens Included
Polsen,N,1151225,8,"For Video, Film, SFX, Sports & More"
Polsen,N,1151225,9,Requires Revo Quick-Release Frame
Polsen,N,1151548,1,Polsen HDR-10 Handheld Mic
Polsen,N,1151548,2,SMH-500 Studio Headphones
Polsen,N,1151548,3,5' Microphone Cable
Polsen,N,1151548,4,TRRS to XLR Mic & 3.5mm Jack Cable
Polsen,N,1173822,1,VM-180M DSLR/Video Microphone
Polsen,N,1173822,2,WSW-VMS Windbuster
Polsen,N,1178753,1,For Drummers in the Studio or on Stage
Polsen,N,1178753,2,Reduces Ambient Noise
Polsen,N,1178753,3,Protects Against Hearing Damage
Polsen,N,1178753,4,"Circumaural, Closed-Back Design"
Polsen,N,1178753,5,High-Output 50mm Neodymium Drivers
Polsen,N,1178753,6,Includes 3' Coiled Cable
Polsen,N,1185346,1,"USB 1.25"" Large-Diaphragm Condenser Mic"
Polsen,N,1185346,2,No Drivers or Power Supply Needed
Polsen,N,1185346,3,Delivers Clean & Natural Sound
Polsen,N,1185346,4,Mac and Windows Compatible
Polsen,N,1185346,5,Mute Button
Polsen,N,1185346,6,Headphone Volume Knob
Polsen,N,1185346,7,"Power, Peak, and Mute LED Indicator"
Polsen,N,1185346,8,Includes Desktop Mic Stand
Polsen,N,1185346,9,USB Cable & Carry Pouch
Polsen,N,1195285,1,Polsen GPMK-22 GoPro Production Mic Kit
Polsen,N,1195285,2,Revo Quick-Release Frame for GoPro
Polsen,N,1195285,3,32GB microSDHC Memory Card
Polsen,N,1201397,1,Compact Lightweight Design
Polsen,N,1201397,2,Durable Solid Aluminum Construction
Polsen,N,1201397,3,X-Y Cardioid Condenser Capsules
Polsen,N,1201397,4,Shoe Mount Adapter for Camera Mounting
Polsen,N,1201397,5,"5/8"" & 1/4""-20 Socket for Boom Mounting"
Polsen,N,1201397,6,Rubber Shock-Resistant Mic Holder
Polsen,N,1201397,7,Can Operate on Battery or Plug-In Power
Polsen,N,1201397,8,Switchable High-Pass Filter at 80 Hz
Polsen,N,1201397,9,Desktop Stand for Tabletop Mic Placement
Polsen,N,1201397,10,Also Includes Foam Windscreen & Pouch
Polsen,N,1221503,1,"Ideal for ENG/EFP, DSLR Video"
Polsen,N,1221503,2,Broadcast-Quality Sound
Polsen,N,1221503,3,16 UHF Channels
Polsen,N,1221503,4,Monitoring via Receiver Headphone Output
Polsen,N,1221503,5,"Line and Mic Inputs, Line Output"
Polsen,N,1221503,6,"Operates in ""Future Proof"" 500 MHz Band"
Polsen,N,1221503,7,8 Hours Continuous Operation
Polsen,N,1221503,8,Included XLR Line-Output Cable
Polsen,N,1221503,9,Included Camera-Level-Attenuation Cable
Polsen,N,1221503,10,"Includes 0.20"" Omni Lavalier Microphone"
Polsen,N,1221504,1,"Ideal for ENG/EFP, DSLR Video"
Polsen,N,1221504,2,Broadcast-Quality Sound
Polsen,N,1221504,3,16 UHF Channels
Polsen,N,1221504,4,Monitoring via Receiver Headphone Output
Polsen,N,1221504,5,"Line and Mic Inputs, Line Output"
Polsen,N,1221504,6,"Operates in ""Future Proof"" 500 MHz Band"
Polsen,N,1221504,7,8 Hours Continuous Operation
Polsen,N,1221504,8,Included XLR Line-Output Cable
Polsen,N,1221504,9,Included Camera-Level-Attenuation Cable
Polsen,N,1221504,10,"Includes 0.14"" Omni Mini Lavalier Mic"
Polsen,N,1257951,1,Suitable for iOS and Android Devices
Polsen,N,1257951,2,HPC-A30 Closed-Back Monitor Headphones
Polsen,N,1257951,3,HH-IC Handheld Condenser Mic
Polsen,N,1257951,4,Includes Mic Clip
Polsen,N,1257951,5,Desktop Mic Stand
Polsen,N,1257951,6,"1/4"" Headphone Adapter"
Polsen,N,1261726,1,"Ideal for ENG/EFP, DSLR Video"
Polsen,N,1261726,2,Broadcast-Quality Sound
Polsen,N,1261726,3,>105 dB S/N Ratio & >95 dB Dynamic Range
Polsen,N,1261726,4,16 UHF Channels
Polsen,N,1261726,5,Line and Mic Inputs
Polsen,N,1261726,6,"Operates in ""Future Proof"" 500 MHz Band"
Polsen,N,1261726,7,8 Hours Continuous Operation
Polsen,N,1261726,8,Includes Belt Clip
Polsen,N,1261727,1,"Ideal for ENG/EFP, DSLR Video"
Polsen,N,1261727,2,Broadcast-Quality Sound
Polsen,N,1261727,3,16 UHF Channels
Polsen,N,1261727,4,Monitoring via Receiver Headphone Output
Polsen,N,1261727,5,"Operates in ""Future Proof"" 500 MHz Band"
Polsen,N,1261727,6,8 Hours Continuous Operation
Polsen,N,1261727,7,Includes Camera Mount
Polsen,N,1269156,1,Handheld Dynamic ENG Microphone
Polsen,N,1269156,2,Zippered Pouch
Polsen,N,1269156,3,For Audio and Video Applications
Polsen,N,1269156,4,Picks up Sound in a 360&deg; Pattern
Polsen,N,1269156,5,Frequency Response: 50 Hz to 15 kHz
Polsen,N,1269156,6,Integrated Metal Mesh Windscreen
Polsen,N,1269156,7,Includes Foam Windscreen
Polsen,N,1269156,8,Mic Clip
Polsen,N,1275495,1,HDR-10 Omni Handheld ENG Microphone
Polsen,N,1275495,2,iRig PRO Audio Interface for iOS & Mac
Polsen,N,1275495,3,Premium XLR Microphone Cable
Polsen,N,1275495,4,9V Alkaline Battery
Polsen,N,1275495,5,Auray WMC-100 Wide Mouth Microphone Case
Polsen,N,1275495,6,Auray Square Microphone Flag (Black)
Polsen,N,1275495,7,Foam Windscreen
Polsen,N,1275495,8,Microphone Clip
Polsen,N,1275495,9,Drawstring Pouch
Vello,N,697330,1,"Works with the Canon EOS XS/1000D, XSi/450D, and T1i/500D Digital Cameras"
Vello,N,697332,1,"Works with Canon EOS 20D, 30D, 40D, and 50D Digital Cameras"
Vello,N,697333,1,Works with Canon EOS 7D Digital Camera
Vello,N,697334,1,"Works with the Nikon D300, D300s, and D700 Digital Cameras"
Vello,N,697335,1,Works with the Nikon D80 and D90 Digital Cameras
Vello,N,697336,1,"Works with the Nikon D40, D40x, D60, D3000, and D5000 Digital Cameras"
Vello,N,741604,1,For Vello BG-N1 & BG-N8 Battery Grips
Vello,N,741604,2,Works with Nikon MB-40 and MB-D10
Vello,N,741604,3,Works with EN-EL4 and EN-EL4a
Vello,N,742913,1,Adapts Nikon F Lens for Use on Canon EOS Camera
Vello,N,742923,1,Adapts Leica R Lens for Use on Canon EOS Camera
Vello,N,742933,1,Adapts Canon FD Lens for Use on Canon EOS Camera
Vello,N,743002,1,Smoothly Flips Flash Unit 90&#186;
Vello,N,743002,2,Keeps Flash Unit Always Above the Lens
Vello,N,743002,3,Eliminates Red-eye and Side Shadows
Vello,N,743002,4,Compatible with Most Cameras and Flashes
Vello,N,743002,5,Bottom Mount for Tripod Use
Vello,N,743002,6,"Sturdy, Lightweight Aluminum Design"
Vello,N,743002,7,Soft Rubber Hand Grip
Vello,N,743039,1,Smoothly Flips Camera 90 Degrees
Vello,N,743039,2,Eliminates Red-Eye & Side Shadows
Vello,N,743039,3,Compact Form Factor
Vello,N,743039,4,Compatible with Most Cameras & Flashes
Vello,N,743039,5,Multiple Mounting Holes for Accessories
Vello,N,743039,6,Adjustable Cold Shoe
Vello,N,743039,7,"Bottom 1/4""-20 Mount for Using Tripod"
Vello,N,743039,8,"Comfortable, Soft Hand-Grip"
Vello,N,743039,9,Sturdy Lightweight Aluminum Construction
Vello,N,743043,1,Smoothly Rotates Flash 90 Degrees
Vello,N,743043,2,Eliminates Red-Eye & Side Shadows
Vello,N,743043,3,Compact Form Factor
Vello,N,743043,4,Compatible with Most Cameras & Flashes
Vello,N,743043,5,Adjustable Height Bracket Arm
Vello,N,743043,6,Adjustable Cold Shoe
Vello,N,743043,7,Anti-Twist Plate Keeps Camera Secure
Vello,N,743043,8,"Bottom 1/4""-20 Mount for Using Tripod"
Vello,N,743043,9,Sturdy Lightweight Metal Construction
Vello,N,743055,1,"Additional Shoe & 1/4""-20 Screw"
Vello,N,743055,2,"Mount Light, Microphone, Remote, etc."
Vello,N,743059,1,Cold Shoe Accessory Mount
Vello,N,743059,2,Accepts Standard Shoe-Mount Devices
Vello,N,743059,3,"Includes 1/4"" Screw, Low-Profile Knob"
Vello,N,743059,4,"1/4""-20 Threaded Bottom Mount"
Vello,N,743059,5,Spring-Tensioned Adjustment Screw
Vello,N,743059,6,Lightweight Aluminum Construction
Vello,N,743059,7,Semi-Matte Black Anodized Finish
Vello,N,743061,1,Cold Shoe Accessory Mount
Vello,N,743061,2,Accepts Standard Shoe-Mount Devices
Vello,N,743061,3,"1/4""-20 Threaded Bottom Mount"
Vello,N,743061,4,Spring-Tensioned Adjustment Screw
Vello,N,743061,5,Lightweight Aluminum Construction
Vello,N,743061,6,Semi-Matte Black Anodized Finish
Vello,N,743071,1,Foam Handle for CB-100 & Stroboframe Quick Flip 350
Vello,N,743075,1,Use for DSLR Rig Systems
Vello,N,743075,2,For Attaching Camera to Tripod
Vello,N,743378,1,Adapts Nikon F Mount Lens for Use on Micro 4/3 Camera
Vello,N,743382,1,Adapts Leica M Lens for Use on Micro 4/3 Camera
Vello,N,747112,1,"Attaches via Standard 1/4""-20 Mount"
Vello,N,747112,2,Fits Most DSLR Cameras & Camcorders
Vello,N,747112,3,Shock-Proof Padded Handle
Vello,N,747112,4,Finger Groove for Maximum Grip
Vello,N,747112,5,Non-Slip Rubber Rails
Vello,N,747112,6,Multi-Position Mounting Platform
Vello,N,747112,7,Removable Shoe Mount Holds Lights & Mics
Vello,N,747112,8,"Ideal for Skiing, Snowboarding & Skating"
Vello,N,747112,9,"Works for Racing, Boating & Motocross"
Vello,N,749295,1,For Shoe Mount Flash Units
Vello,N,749295,2,Held in Place with Built-in Elastic Band
Vello,N,749295,3,"Creates Soft, Diffused Light"
Vello,N,749295,4,Softens Shadows
Vello,N,749295,5,Use Flash in Vert. or Horiz. Position
Vello,N,749295,6,Folds Flat for Easy Storage
Vello,N,749296,1,For Shoe Mount Flash Units
Vello,N,749296,2,Held in Place with Built-in Elastic Band
Vello,N,749296,3,"Creates Soft, Diffused Light"
Vello,N,749296,4,Softens Shadows
Vello,N,749296,5,Silver Interior Increases Contrast
Vello,N,749296,6,Folds Flat for Easy Storage
Vello,N,749351,1,"For 3.0"" LCD Screen"
Vello,N,749352,1,"For 2.7"" LCD Screen"
Vello,N,749353,1,"For 2.5"" LCD Screen"
Vello,N,749357,1,Diffuses Light from Shoe-Mount Flash
Vello,N,749357,2,Ultra-Wide Angle of Coverage
Vello,N,749357,3,Slide-on Design
Vello,N,749357,4,Lightweight and Compact
Vello,N,749358,1,Diffuses Light from Direct Flash
Vello,N,749358,2,Slip-on Design
Vello,N,749358,3,Lightweight and Compact
Vello,N,749417,1,Diffuses Light from Shoe-Mount Flash
Vello,N,749417,2,Ultra-Wide Angle of Coverage
Vello,N,749417,3,Slide-on Design
Vello,N,749417,4,Lightweight and Compact
Vello,N,749453,1,Slide On Design
Vello,N,749455,1,Fits Canon 580EX (original ver.)
Vello,N,749455,2,Fits Yongnuo YN685
Vello,N,749455,3,Fits Yongnuo YN560-IV
Vello,N,749458,1,Diffuses Light from Direct Flash
Vello,N,749458,2,Slip-on Design
Vello,N,749458,3,Lightweight and Compact
Vello,N,749459,1,Diffuses Light from Shoe-Mount Flash
Vello,N,749459,2,Ultra-Wide Angle of Coverage
Vello,N,749459,3,Slide On Design
Vello,N,749459,4,Lightweight and Compact
Vello,N,749460,1,Diffused Light from a Shoe-Mount Flash
Vello,N,749460,2,Ultra-Wide Angle of Coverage
Vello,N,749460,3,Slide On Design
Vello,N,749460,4,Lightweight and Compact
Vello,N,749572,1,Diffused Light from a Shoe-Mount Flash
Vello,N,749572,2,Ultra-Wide Angle of Coverage
Vello,N,749572,3,Slide On Design
Vello,N,749572,4,Lightweight and Compact
Vello,N,749574,1,For Canon EF 50mm f/1.8 II Lens
Vello,N,749575,1,For Canon EF 50mm f/1.4 USM Lens
Vello,N,749576,1,"For Canon EF 75-300mm f/4.0-5.6 USM, II, II USM, III & III USM, EF-S 55-250mm f/4-5.6 IS & EF-S 55-250mm f/4-5.6 IS II Lenses"
Vello,N,749577,1,For Canon EF 75-300mm f/4-5.6 IS USM Lens
Vello,N,749579,1,For Canon 70-300mm f/4.5-5.6 DO-IS & f/4-5.6 IS USM Lenses
Vello,N,749585,1,"For Canon EF 85mm f/1.8 USM, EF 100mm f/2 USM, EF 70-210mm f/3.5-4.5 USM, EF 135mm f/2.8 SF & EF 100-300mm f/4.5-5.6 USM"
Vello,N,749586,1,For Canon EF 100mm f/2.8 USM Macro Lens
Vello,N,749591,1,For Canon EF-S 60mm f/2.8 Macro Lens
Vello,N,749592,1,For Canon EF 100mm f/2.8L Macro IS USM Lens
